episode,run_0,run_1,run_2
248,False,False,False
249,False,False,False
250,False,False,False
251,False,False,False
252,False,False,False
253,False,False,False
254,False,False,False
255,False,False,False
256,False,False,False
257,False,False,False
258,False,False,False
259,False,False,False
260,False,False,False
261,False,False,False
262,False,False,False
263,False,False,False
264,False,False,False
265,False,False,False
266,False,False,False
267,False,False,False
268,False,False,False
269,False,False,False
270,False,False,False
271,False,False,False
272,False,False,False
273,False,False,False
274,False,False,False
275,False,False,False
276,False,False,False
277,False,False,False
278,False,False,False
279,False,False,False
280,False,False,False
281,False,False,False
282,False,False,False
283,False,False,False
284,False,False,False
285,False,False,False
286,False,False,False
287,False,False,False
288,False,False,False
289,False,False,False
290,False,False,False
291,False,False,False
292,False,False,False
293,False,False,False
294,False,False,False
295,False,False,False
296,False,False,False
297,False,False,False
298,False,False,False
299,False,False,False
300,False,False,False
301,False,False,False
302,False,False,False
303,False,False,False
304,False,False,False
305,False,False,False
306,False,False,False
307,False,False,False
308,False,False,False
309,False,False,False
310,False,False,False
311,False,False,False
312,False,False,False
313,False,False,False
314,False,False,False
315,False,False,False
316,False,False,False
317,False,False,False
318,False,False,False
319,False,False,False
320,False,False,False
321,False,False,False
322,False,False,False
323,False,False,False
324,False,False,False
325,False,False,False
326,False,False,False
327,False,False,False
328,False,False,False
329,False,False,False
330,False,False,False
331,False,False,False
332,False,False,False
333,False,False,False
334,False,False,False
335,False,False,False
336,False,False,False
337,False,False,False
338,False,False,False
339,False,False,False
340,False,False,False
341,False,False,False
342,False,False,False
343,False,False,False
344,False,False,False
345,False,False,False
346,False,False,False
347,False,False,False
348,False,False,False
349,False,False,False
350,False,False,False
351,False,False,False
352,False,False,False
353,False,False,False
354,False,False,False
355,False,False,True
356,False,False,False
357,False,False,False
358,False,False,False
359,False,False,False
360,False,False,False
361,False,False,False
362,False,False,False
363,False,False,False
364,False,False,False
365,False,False,False
366,False,False,False
367,False,False,False
368,False,False,False
369,False,False,False
370,False,False,False
371,False,False,False
372,False,False,False
373,False,False,False
374,False,False,False
375,False,False,False
376,False,False,False
377,False,False,False
378,False,False,False
379,False,False,False
380,False,False,False
381,False,False,False
382,False,False,False
383,False,True,False
384,False,False,False
385,False,False,False
386,False,False,True
387,False,False,False
388,False,False,False
389,False,False,False
390,False,False,False
391,False,False,False
392,False,False,False
393,False,False,False
394,False,False,False
395,False,False,False
396,False,False,False
397,False,False,False
398,False,False,False
399,False,False,False
400,False,False,False
401,False,False,False
402,False,False,False
403,False,False,False
404,False,False,False
405,False,False,False
406,False,False,True
407,False,False,False
408,False,False,False
409,False,False,False
410,False,False,False
411,False,False,False
412,False,False,False
413,False,False,False
414,False,False,False
415,False,False,False
416,False,False,False
417,False,False,False
418,False,False,False
419,False,False,False
420,False,False,False
421,False,False,False
422,False,False,False
423,False,False,False
424,False,False,False
425,False,False,False
426,False,False,False
427,False,False,False
428,False,False,False
429,False,False,False
430,False,False,False
431,False,False,False
432,False,False,False
433,False,False,False
434,False,False,False
435,False,False,False
436,False,False,False
437,False,False,False
438,False,False,False
439,False,False,False
440,False,False,False
441,False,False,False
442,False,False,False
443,False,False,False
444,False,False,False
445,False,False,False
446,False,False,False
447,False,False,False
448,False,False,False
449,False,False,False
450,False,False,False
451,False,False,False
452,False,False,False
453,False,False,False
454,False,False,False
455,False,False,False
456,False,False,False
457,False,False,False
458,False,False,False
459,True,False,False
460,False,False,False
461,False,False,False
462,False,False,False
463,False,False,False
464,False,False,False
465,False,False,False
466,False,False,False
467,False,False,False
468,False,False,False
469,False,False,False
470,False,False,False
471,True,False,False
472,False,False,False
473,False,False,False
474,False,False,False
475,False,False,False
476,False,False,False
477,False,False,False
478,False,False,False
479,False,False,False
480,False,False,False
481,False,False,False
482,False,False,False
483,False,False,False
484,False,False,False
485,False,False,False
486,False,False,False
487,False,False,False
488,False,False,False
489,False,False,False
490,False,False,False
491,False,False,False
492,False,False,False
493,False,False,False
494,False,False,False
495,False,False,False
496,False,False,False
497,False,False,False
498,False,False,True
499,False,False,False
500,False,False,False
501,False,False,False
502,False,False,False
503,False,False,False
504,False,False,False
505,False,False,False
506,False,False,False
507,False,False,False
508,False,False,False
509,False,False,False
510,False,False,False
511,False,False,False
512,False,False,False
513,False,False,False
514,False,False,False
515,False,False,False
516,False,False,False
517,False,False,False
518,False,False,False
519,False,False,False
520,False,False,False
521,False,False,False
522,False,False,False
523,False,False,False
524,False,False,False
525,False,False,False
526,False,False,False
527,False,False,False
528,False,False,False
529,False,False,False
530,False,False,False
531,False,False,False
532,False,False,False
533,False,False,False
534,False,False,False
535,False,False,False
536,False,False,False
537,False,False,False
538,False,False,False
539,False,False,False
540,False,False,False
541,False,False,False
542,False,False,False
543,False,False,False
544,False,False,False
545,False,False,False
546,False,False,False
547,False,False,False
548,False,False,False
549,False,False,False
550,False,False,False
551,False,False,False
552,False,False,False
553,False,False,False
554,False,False,False
555,False,False,False
556,False,False,False
557,False,True,False
558,False,False,False
559,False,False,False
560,False,False,False
561,False,False,False
562,False,False,False
563,False,False,False
564,False,False,False
565,False,False,False
566,False,False,False
567,False,False,False
568,False,False,False
569,False,False,False
570,False,False,False
571,False,False,False
572,False,False,False
573,False,False,False
574,False,False,False
575,False,False,False
576,False,False,False
577,False,False,False
578,False,False,False
579,False,False,False
580,False,False,False
581,False,False,False
582,False,False,False
583,False,False,False
584,False,False,False
585,False,False,False
586,False,False,False
587,False,False,False
588,False,False,False
589,False,False,False
590,False,False,False
591,False,False,False
592,False,False,False
593,False,False,False
594,False,False,False
595,False,False,False
596,False,False,False
597,False,False,False
598,False,False,False
599,False,False,False
600,False,False,False
601,False,False,False
602,False,False,False
603,False,False,False
604,False,False,True
605,False,False,False
606,False,False,False
607,False,False,False
608,False,False,False
609,False,False,False
610,False,False,False
611,False,False,False
612,False,False,False
613,False,False,False
614,False,True,False
615,False,False,False
616,False,False,False
617,True,False,False
618,False,False,False
619,False,False,False
620,False,False,False
621,False,False,False
622,False,False,False
623,False,False,True
624,False,False,False
625,False,False,False
626,False,False,False
627,False,False,False
628,False,False,False
629,False,False,False
630,False,False,False
631,False,False,False
632,False,False,False
633,False,False,False
634,False,False,False
635,False,False,False
636,False,False,True
637,False,False,False
638,False,False,False
639,False,False,False
640,False,False,False
641,False,False,False
642,False,False,False
643,False,False,False
644,False,False,False
645,False,False,False
646,False,False,False
647,False,False,False
648,False,False,False
649,False,False,False
650,False,False,False
651,False,False,False
652,False,False,False
653,False,False,False
654,False,False,False
655,False,False,False
656,False,False,False
657,False,True,False
658,False,False,False
659,False,False,False
660,False,False,False
661,False,False,False
662,False,False,False
663,False,False,True
664,False,False,False
665,False,False,False
666,False,False,False
667,False,False,False
668,False,False,False
669,False,False,False
670,False,False,False
671,False,False,False
672,False,True,False
673,False,False,False
674,False,False,False
675,False,False,False
676,False,True,False
677,False,False,False
678,False,False,False
679,False,False,False
680,False,False,False
681,True,False,False
682,False,False,False
683,False,False,False
684,False,False,False
685,False,False,False
686,False,False,False
687,False,False,False
688,False,False,False
689,False,True,False
690,False,False,False
691,False,True,False
692,False,False,False
693,False,False,False
694,True,False,False
695,False,False,False
696,False,False,False
697,False,False,False
698,False,False,False
699,False,False,False
700,False,False,False
701,False,False,False
702,False,False,False
703,False,False,False
704,False,False,False
705,False,False,False
706,False,False,False
707,False,False,False
708,False,False,False
709,False,False,False
710,False,False,False
711,False,False,False
712,False,False,False
713,False,False,True
714,False,False,False
715,False,False,False
716,False,False,False
717,False,True,False
718,True,False,False
719,True,False,False
720,False,False,False
721,False,False,False
722,False,False,False
723,False,False,False
724,False,False,False
725,False,False,False
726,False,False,False
727,False,False,False
728,False,False,False
729,False,False,False
730,False,False,False
731,False,False,False
732,False,False,False
733,True,False,False
734,False,False,False
735,False,False,False
736,False,False,False
737,False,False,False
738,False,False,False
739,False,False,False
740,False,False,False
741,False,False,False
742,False,False,False
743,False,False,False
744,False,False,False
745,False,False,False
746,False,True,False
747,False,False,False
748,False,False,False
749,False,False,False
750,False,False,False
751,False,False,False
752,False,False,False
753,False,False,True
754,False,False,False
755,False,False,False
756,False,False,False
757,False,False,False
758,False,False,False
759,False,False,False
760,False,False,False
761,False,False,False
762,False,False,False
763,False,False,False
764,False,False,False
765,False,False,False
766,False,False,False
767,False,True,False
768,False,False,False
769,False,False,False
770,False,False,True
771,False,False,False
772,False,False,False
773,False,False,False
774,False,False,False
775,False,False,False
776,False,False,False
777,False,False,False
778,False,False,False
779,False,False,False
780,False,True,False
781,False,False,False
782,False,False,False
783,False,False,False
784,False,False,False
785,False,False,False
786,False,False,False
787,False,True,False
788,False,False,False
789,False,False,False
790,False,False,False
791,False,False,False
792,False,False,False
793,False,False,False
794,False,True,False
795,False,False,False
796,False,False,False
797,False,False,False
798,False,False,False
799,False,True,False
800,False,False,False
801,False,False,False
802,False,False,False
803,False,False,False
804,False,False,False
805,False,False,False
806,False,False,False
807,False,False,False
808,False,False,False
809,False,False,False
810,False,False,False
811,True,False,False
812,False,False,False
813,False,False,False
814,False,False,False
815,False,False,False
816,False,False,False
817,False,False,False
818,False,False,False
819,False,False,False
820,False,False,False
821,False,False,False
822,False,False,False
823,False,False,False
824,False,False,False
825,False,False,False
826,False,False,False
827,False,False,False
828,False,False,False
829,False,False,False
830,False,False,False
831,False,False,False
832,False,False,False
833,True,False,False
834,False,False,False
835,False,False,False
836,False,False,False
837,False,False,False
838,False,False,False
839,False,False,False
840,False,False,False
841,False,False,False
842,False,True,False
843,False,False,False
844,False,False,False
845,False,False,False
846,True,False,False
847,False,False,False
848,False,False,False
849,False,False,False
850,False,False,True
851,False,False,False
852,False,False,False
853,False,False,False
854,False,False,False
855,False,False,False
856,False,False,False
857,False,False,False
858,False,True,False
859,False,False,False
860,False,False,False
861,False,False,False
862,False,False,False
863,False,False,False
864,False,False,False
865,False,False,False
866,False,False,False
867,False,False,False
868,False,False,False
869,False,False,False
870,False,False,False
871,False,False,False
872,False,False,False
873,False,False,False
874,False,False,False
875,False,False,False
876,False,False,False
877,False,False,False
878,False,False,False
879,False,False,False
880,False,False,False
881,False,False,False
882,False,False,False
883,False,False,False
884,False,False,False
885,False,False,False
886,False,False,False
887,False,False,False
888,False,False,False
889,False,False,False
890,False,False,False
891,False,False,False
892,False,False,False
893,False,False,False
894,False,False,False
895,False,True,False
896,False,False,False
897,False,False,False
898,False,False,False
899,False,False,True
900,False,False,False
901,False,False,False
902,False,False,False
903,False,False,False
904,False,False,False
905,False,False,False
906,False,False,False
907,False,False,False
908,False,False,False
909,True,False,False
910,False,False,False
911,False,False,False
912,False,False,False
913,False,False,False
914,False,False,False
915,False,False,False
916,False,False,False
917,False,False,False
918,False,False,False
919,False,False,False
920,False,False,False
921,False,False,False
922,False,False,False
923,False,False,False
924,False,False,False
925,False,False,False
926,False,False,False
927,False,False,False
928,False,False,False
929,False,False,False
930,False,False,False
931,False,False,False
932,False,False,False
933,False,False,False
934,False,False,False
935,False,False,False
936,False,False,False
937,False,False,False
938,False,False,False
939,False,False,False
940,False,False,False
941,False,False,False
942,False,False,False
943,True,False,False
944,False,False,False
945,False,False,False
946,False,False,False
947,False,False,False
948,False,False,False
949,False,False,False
950,False,False,False
951,False,False,False
952,False,False,False
953,False,False,False
954,False,False,False
955,False,False,False
956,False,False,False
957,False,False,False
958,False,False,False
959,False,False,False
960,False,False,False
961,False,False,False
962,False,False,False
963,False,False,False
964,False,False,False
965,False,False,False
966,True,False,False
967,False,False,False
968,False,False,False
969,False,True,False
970,False,False,False
971,False,False,False
972,False,False,False
973,False,False,False
974,False,False,True
975,False,False,False
976,False,False,False
977,False,False,False
978,False,False,False
979,False,False,False
980,False,False,False
981,False,False,False
982,False,False,False
983,False,False,False
984,False,False,False
985,False,False,False
986,False,False,False
987,False,False,False
988,False,False,False
989,False,False,False
990,False,False,False
991,True,False,False
992,False,False,False
993,False,False,False
994,False,False,False
995,False,False,False
996,False,False,False
997,False,False,False
998,False,False,False
999,False,False,True
1000,True,False,False
1001,False,False,False
1002,False,False,False
1003,False,False,False
1004,False,False,False
1005,False,False,False
1006,False,False,False
1007,False,False,False
1008,False,True,False
1009,False,False,False
1010,False,False,False
1011,False,False,False
1012,False,False,False
1013,False,False,False
1014,False,False,False
1015,False,False,False
1016,False,False,False
1017,False,False,False
1018,False,False,False
1019,False,False,False
1020,False,False,False
1021,False,False,False
1022,False,False,False
1023,False,False,False
1024,False,True,False
1025,False,False,False
1026,False,False,False
1027,False,False,False
1028,False,False,False
1029,False,True,False
1030,False,False,False
1031,False,False,False
1032,False,False,False
1033,False,False,False
1034,False,False,False
1035,False,False,False
1036,False,False,False
1037,False,False,False
1038,False,False,False
1039,False,False,False
1040,False,False,False
1041,False,False,False
1042,False,False,False
1043,False,False,False
1044,False,False,False
1045,False,False,False
1046,False,False,False
1047,False,False,False
1048,False,False,False
1049,False,False,False
1050,False,False,False
1051,False,False,False
1052,False,False,False
1053,False,False,False
1054,False,False,False
1055,False,False,True
1056,False,False,False
1057,False,False,False
1058,False,False,False
1059,False,False,False
1060,False,False,False
1061,False,False,False
1062,False,False,False
1063,False,False,False
1064,False,False,False
1065,False,False,False
1066,False,False,False
1067,False,False,False
1068,False,False,False
1069,False,False,False
1070,False,False,False
1071,False,False,False
1072,False,False,False
1073,False,False,False
1074,False,False,False
1075,False,False,False
1076,False,False,False
1077,False,False,False
1078,False,False,False
1079,False,False,False
1080,False,False,False
1081,True,False,False
1082,False,False,False
1083,False,False,False
1084,False,False,False
1085,False,False,False
1086,False,False,False
1087,False,False,False
1088,False,False,False
1089,False,False,False
1090,False,False,False
1091,False,False,False
1092,False,False,False
1093,False,False,False
1094,False,False,False
1095,False,False,False
1096,False,False,False
1097,False,False,False
1098,False,False,False
1099,False,False,False
1100,False,False,False
1101,False,False,False
1102,False,False,False
1103,False,False,False
1104,False,False,False
1105,False,False,False
1106,False,False,True
1107,False,False,False
1108,False,False,False
1109,False,False,False
1110,False,False,False
1111,False,False,False
1112,False,False,False
1113,False,False,False
1114,False,False,False
1115,False,False,False
1116,False,False,False
1117,False,False,False
1118,False,False,False
1119,False,False,False
1120,False,False,False
1121,False,False,False
1122,False,False,False
1123,False,False,False
1124,False,False,False
1125,False,False,False
1126,False,True,False
1127,False,False,False
1128,False,False,False
1129,False,False,False
1130,False,False,False
1131,False,False,False
1132,False,False,False
1133,False,False,False
1134,False,False,False
1135,False,False,False
1136,False,False,False
1137,False,False,False
1138,False,False,False
1139,False,False,False
1140,False,False,False
1141,False,False,False
1142,False,False,False
1143,False,False,False
1144,False,True,False
1145,False,False,False
1146,False,False,False
1147,False,False,False
1148,False,False,False
1149,False,False,False
1150,False,False,False
1151,False,False,False
1152,True,False,False
1153,False,False,False
1154,False,False,False
1155,False,False,False
1156,False,False,False
1157,False,False,False
1158,False,False,False
1159,False,False,False
1160,False,False,False
1161,False,False,False
1162,False,False,False
1163,False,False,False
1164,False,False,False
1165,False,False,False
1166,False,False,False
1167,False,False,False
1168,False,False,False
1169,False,False,False
1170,False,False,False
1171,False,False,False
1172,False,False,False
1173,False,False,False
1174,False,False,False
1175,False,False,False
1176,False,False,True
1177,False,False,False
1178,False,False,False
1179,False,False,False
1180,False,False,False
1181,False,False,False
1182,False,False,False
1183,False,False,False
1184,False,False,False
1185,False,False,False
1186,False,False,False
1187,False,False,False
1188,False,False,False
1189,False,False,False
1190,False,False,False
1191,False,False,False
1192,False,False,False
1193,False,False,False
1194,False,False,False
1195,False,True,False
1196,False,False,False
1197,False,False,False
1198,False,True,False
1199,False,False,False
1200,False,False,False
1201,False,False,False
1202,False,False,False
1203,False,False,False
1204,False,True,False
1205,False,False,False
1206,False,False,False
1207,False,False,False
1208,False,False,False
1209,False,False,False
1210,False,False,False
1211,False,False,False
1212,False,False,False
1213,False,False,False
1214,False,False,False
1215,False,False,False
1216,False,True,False
1217,False,False,False
1218,False,False,False
1219,False,False,False
1220,False,False,False
1221,False,False,True
1222,False,False,False
1223,False,False,False
1224,False,False,False
1225,False,False,False
1226,False,False,False
1227,True,False,False
1228,False,False,False
1229,False,False,False
1230,True,False,False
1231,False,False,False
1232,False,False,False
1233,False,False,False
1234,False,False,False
1235,False,False,False
1236,False,False,False
1237,False,False,False
1238,False,False,False
1239,False,False,False
1240,False,False,False
1241,False,False,False
1242,False,False,False
1243,False,False,False
1244,False,True,False
1245,False,False,False
1246,False,False,False
1247,False,False,False
1248,False,False,False
1249,False,False,False
1250,False,False,False
1251,False,False,False
1252,False,False,False
1253,False,False,False
1254,False,False,False
1255,False,False,False
1256,False,False,False
1257,False,False,False
1258,False,False,False
1259,False,False,False
1260,False,False,False
1261,False,False,False
1262,False,False,False
1263,False,False,False
1264,False,False,True
1265,False,True,False
1266,False,False,False
1267,False,False,False
1268,False,False,False
1269,False,False,True
1270,False,False,False
1271,False,False,False
1272,False,False,False
1273,False,False,False
1274,False,False,False
1275,False,False,False
1276,False,False,False
1277,False,False,False
1278,False,False,False
1279,False,False,False
1280,True,False,False
1281,False,False,False
1282,False,False,False
1283,False,False,True
1284,False,False,False
1285,False,False,False
1286,False,False,False
1287,False,False,False
1288,False,False,False
1289,False,False,False
1290,False,False,False
1291,True,False,False
1292,False,False,False
1293,False,False,False
1294,False,False,False
1295,False,False,False
1296,False,True,False
1297,False,False,False
1298,False,False,False
1299,False,False,False
1300,False,False,False
1301,False,False,False
1302,False,False,False
1303,False,False,False
1304,True,False,False
1305,False,False,False
1306,False,False,False
1307,False,False,False
1308,False,False,False
1309,False,False,False
1310,False,False,False
1311,False,False,False
1312,False,False,False
1313,False,False,False
1314,False,False,False
1315,False,False,False
1316,False,False,False
1317,False,False,False
1318,False,False,False
1319,False,False,False
1320,False,False,False
1321,False,False,False
1322,False,False,False
1323,False,False,False
1324,False,False,False
1325,False,False,False
1326,False,False,False
1327,False,False,False
1328,False,False,False
1329,False,False,False
1330,False,False,False
1331,False,False,False
1332,False,False,False
1333,False,False,False
1334,False,False,False
1335,False,False,False
1336,False,False,False
1337,True,False,False
1338,False,False,False
1339,False,False,False
1340,False,False,False
1341,False,False,False
1342,False,False,False
1343,False,False,False
1344,False,False,False
1345,True,False,False
1346,False,False,False
1347,False,False,False
1348,False,False,False
1349,False,False,False
1350,False,False,False
1351,False,False,False
1352,False,False,False
1353,False,False,False
1354,False,False,False
1355,False,False,False
1356,False,False,False
1357,False,False,False
1358,False,False,False
1359,False,False,False
1360,False,False,False
1361,False,False,False
1362,False,False,False
1363,False,False,False
1364,False,False,False
1365,False,False,False
1366,False,False,False
1367,False,False,False
1368,False,False,False
1369,False,False,False
1370,False,False,False
1371,False,False,False
1372,False,True,False
1373,False,False,False
1374,False,False,False
1375,False,False,False
1376,False,False,False
1377,False,False,False
1378,False,False,False
1379,False,False,False
1380,False,False,False
1381,False,False,False
1382,False,False,False
1383,False,True,False
1384,False,False,False
1385,False,False,False
1386,False,False,False
1387,False,False,False
1388,False,False,False
1389,False,False,False
1390,False,False,False
1391,False,False,False
1392,False,True,False
1393,False,False,False
1394,False,False,False
1395,False,False,False
1396,False,False,False
1397,False,False,False
1398,False,False,False
1399,False,False,False
1400,False,False,False
1401,False,False,False
1402,False,False,False
1403,False,False,False
1404,False,False,False
1405,False,False,False
1406,False,True,False
1407,False,False,False
1408,False,False,False
1409,False,False,False
1410,False,False,False
1411,False,False,False
1412,False,False,False
1413,False,False,False
1414,False,False,False
1415,False,False,False
1416,True,False,False
1417,False,False,False
1418,False,False,False
1419,False,False,False
1420,False,False,False
1421,False,False,False
1422,False,False,False
1423,False,False,False
1424,False,False,False
1425,False,False,False
1426,False,False,False
1427,False,False,False
1428,False,False,False
1429,False,False,False
1430,False,False,False
1431,False,False,False
1432,False,False,False
1433,False,False,False
1434,False,False,False
1435,False,False,False
1436,False,False,False
1437,False,False,False
1438,False,False,False
1439,False,False,False
1440,False,False,False
1441,False,False,False
1442,False,True,False
1443,False,False,False
1444,False,False,False
1445,False,False,False
1446,False,False,False
1447,False,False,False
1448,False,False,False
1449,False,False,False
1450,False,False,False
1451,False,True,False
1452,False,False,True
1453,False,False,False
1454,False,False,False
1455,False,False,False
1456,False,True,False
1457,False,False,False
1458,False,False,False
1459,False,False,False
1460,False,False,False
1461,False,False,False
1462,False,False,False
1463,False,False,True
1464,False,True,False
1465,True,False,False
1466,False,False,False
1467,False,False,False
1468,False,False,False
1469,False,False,False
1470,False,False,False
1471,False,False,False
1472,True,False,False
1473,False,False,False
1474,False,False,False
1475,False,False,False
1476,False,False,False
1477,False,True,False
1478,False,False,False
1479,False,False,False
1480,False,False,False
1481,False,False,False
1482,False,False,False
1483,False,False,False
1484,False,False,False
1485,True,False,False
1486,False,True,False
1487,False,False,False
1488,False,False,False
1489,False,False,False
1490,False,False,False
1491,False,False,False
1492,False,False,False
1493,False,False,False
1494,False,False,False
1495,False,False,False
1496,False,False,False
1497,False,False,False
1498,False,False,False
1499,False,False,False
1500,False,False,False
1501,False,False,False
1502,False,False,False
1503,False,False,False
1504,False,False,False
1505,False,False,False
1506,False,False,False
1507,False,False,False
1508,False,False,False
1509,False,False,False
1510,False,False,False
1511,False,False,False
1512,False,False,False
1513,False,False,False
1514,False,False,False
1515,False,False,False
1516,False,False,False
1517,False,False,False
1518,False,False,False
1519,True,False,False
1520,False,False,False
1521,False,False,False
1522,False,False,False
1523,False,False,False
1524,False,False,False
1525,False,False,False
1526,False,False,False
1527,False,False,False
1528,False,False,False
1529,False,False,False
1530,False,False,False
1531,False,False,False
1532,False,False,False
1533,False,False,False
1534,False,True,False
1535,False,False,False
1536,False,False,False
1537,False,False,False
1538,False,False,False
1539,False,False,False
1540,False,True,True
1541,False,False,False
1542,False,False,False
1543,False,False,False
1544,False,False,False
1545,False,False,False
1546,False,False,False
1547,False,True,False
1548,False,False,False
1549,False,False,False
1550,False,False,False
1551,False,False,False
1552,False,False,False
1553,False,False,False
1554,False,False,False
1555,False,False,False
1556,False,False,False
1557,False,False,False
1558,False,False,False
1559,False,True,False
1560,False,True,True
1561,False,False,False
1562,False,False,False
1563,False,False,True
1564,False,False,False
1565,True,False,False
1566,False,False,False
1567,False,False,False
1568,False,False,False
1569,False,True,False
1570,False,False,False
1571,False,False,False
1572,False,False,False
1573,False,False,False
1574,False,False,False
1575,True,False,False
1576,False,False,False
1577,False,True,False
1578,False,False,False
1579,False,False,False
1580,False,False,False
1581,False,False,False
1582,False,False,False
1583,False,False,False
1584,False,False,False
1585,False,False,False
1586,False,False,False
1587,False,False,False
1588,False,False,False
1589,False,False,False
1590,False,False,False
1591,False,False,False
1592,False,False,False
1593,False,False,False
1594,True,False,True
1595,False,False,False
1596,False,False,True
1597,False,False,False
1598,False,False,True
1599,False,False,False
1600,False,False,False
1601,False,False,False
1602,False,False,False
1603,False,False,False
1604,False,False,False
1605,False,False,False
1606,False,False,False
1607,False,False,True
1608,False,False,False
1609,False,False,False
1610,False,False,False
1611,False,False,False
1612,False,False,False
1613,False,False,False
1614,False,False,False
1615,False,False,False
1616,False,False,False
1617,False,False,False
1618,False,False,False
1619,False,False,False
1620,False,False,False
1621,False,False,False
1622,False,False,False
1623,True,False,False
1624,False,False,False
1625,False,False,False
1626,False,False,False
1627,False,False,False
1628,False,False,False
1629,False,False,False
1630,False,False,True
1631,False,False,False
1632,False,False,False
1633,False,False,True
1634,False,False,False
1635,False,False,False
1636,False,False,False
1637,False,False,True
1638,False,False,False
1639,False,False,False
1640,False,False,True
1641,False,False,True
1642,False,False,False
1643,False,False,False
1644,False,False,False
1645,False,False,False
1646,False,False,False
1647,False,True,False
1648,False,False,False
1649,True,False,False
1650,False,True,False
1651,False,False,False
1652,False,True,False
1653,False,False,False
1654,False,False,False
1655,False,False,False
1656,False,False,False
1657,False,False,False
1658,False,False,False
1659,False,False,False
1660,False,False,False
1661,False,False,False
1662,False,False,False
